1276278049 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1276329559 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276379098 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276381597 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276383329 0 3 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276393956 0 3 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276397514 0 3 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276405010 0 3 3 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276405461 0 3 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276469200 0 4 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276470752 0 5 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276471728 0 6 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276484431 0 7 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276488497 0 8 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276489372 0 9 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276492276 0 10 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276538755 0 11 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276540875 0 12 4 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276541417 0 12 5 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276541463 0 12 6 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276541516 0 12 7 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276541752 0 12 8 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276546337 0 13 8 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276546640 0 14 8 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276557657 0 15 8 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276560787 0 16 8 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276562043 0 16 8 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276562901 0 17 8 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276562930 0 18 8 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276566638 0 19 8 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276572019 0 20 8 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276620799 0 21 8 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276621888 0 21 9 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276621934 0 21 10 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276622306 0 21 10 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276622604 0 21 10 3 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276625387 0 21 11 3 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276625640 0 21 12 3 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276628192 0 21 12 4 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276628375 0 21 12 5 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276630101 0 21 13 5 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276647717 0 22 13 5 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276648692 0 23 13 5 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0
1276652514 0 23 13 5 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0
1276659494 0 23 13 5 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0
1276661309 0 24 13 5 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0
1276661459 0 25 13 5 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0
1276662892 0 25 13 5 0 0 4 0 0 0 0 0 1 0 0 0 0 0 0 0
1276663299 0 25 13 5 0 0 5 0 0 0 0 0 1 0 0 0 0 0 0 0
1276666448 0 25 14 5 0 0 5 0 0 0 0 0 1 0 0 0 0 0 0 0
1276734939 0 25 15 5 0 0 5 0 0 0 0 0 1 0 0 0 0 0 0 0
1276742559 0 25 15 5 0 0 6 0 0 0 0 0 1 0 0 0 0 0 0 0
1276753721 0 25 15 5 0 0 7 0 0 0 0 0 1 0 0 0 0 0 0 0
1276755143 0 25 16 5 0 0 7 0 0 0 0 0 1 0 0 0 0 0 0 0
1276791659 0 25 16 5 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0
1276795770 0 25 17 5 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0
1276796214 0 25 18 5 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0
1276799533 0 25 19 5 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0
1276810181 0 25 20 5 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0
1276813322 0 25 21 5 0 0 7 0 0 0 0 0 2 0 0 0 0 0 0 0
1276817042 0 25 21 5 0 0 8 0 0 0 0 0 2 0 0 0 0 0 0 0
1276823147 0 25 21 5 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0
1276824596 0 25 22 5 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0
1276825550 0 25 23 5 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0
1276830404 0 25 24 5 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0
1276831964 0 25 25 5 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0
1276832039 0 26 25 5 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0
1276832085 0 27 25 5 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0
1276832116 0 28 25 5 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0
1276833171 0 28 25 5 0 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0
1276833500 0 29 25 5 0 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0
1276883317 0 30 25 5 0 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0
1276896951 0 31 25 5 0 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0
1276904854 0 32 25 5 0 0 10 0 0 0 0 0 2 0 0 0 0 0 0 0
1276907623 0 32 25 5 0 0 11 0 0 0 0 0 2 0 0 0 0 0 0 0
1276907876 0 32 25 5 0 0 12 0 0 0 0 0 2 0 0 0 0 0 0 0
1276908412 0 32 25 5 0 0 13 0 0 0 0 0 2 0 0 0 0 0 0 0
1276908586 0 32 25 5 0 0 14 0 0 0 0 0 2 0 0 0 0 0 0 0
1276908972 0 32 25 5 0 0 15 0 0 0 0 0 2 0 0 0 0 0 0 0
1276909091 0 32 25 5 0 0 16 0 0 0 0 0 2 0 0 0 0 0 0 0
1276909393 0 33 25 5 0 0 16 0 0 0 0 0 2 0 0 0 0 0 0 0
1276909797 0 33 25 5 0 0 17 0 0 0 0 0 2 0 0 0 0 0 0 0
